Código;UF;Município;Ranking Estadual 2013;Ranking IFGF Investimentos 2013;IFGF Investimentos 2013;Ranking Estadual 2014;Ranking IFGF Investimentos 2014;IFGF Investimentos 2014;Ranking Estadual 2015;Ranking IFGF Investimentos 2015;IFGF Investimentos 2015;Ranking Estadual 2016;Ranking IFGF Investimentos 2016;IFGF Investimentos 2016;Ranking Estadual 2017;Ranking IFGF Investimentos 2017;IFGF Investimentos 2017;Ranking Estadual 2018;Ranking IFGF Investimentos 2018;IFGF Investimentos 2018
220700;PI;Oeiras;1º;1º;1,0000;99º;2.169º;0,7019;96º;2.294º;0,4912;110º;1.892º;0,5567;25º;392º;0,7997;1º;1º;1,0000
220710;PI;Olho D'Água do Piauí;120º;2.347º;0,5277;1º;1º;1,0000;189º;4.711º;0,1793;149º;3.229º;0,3563;117º;2.185º;0,3598;nd;nd;nd
220720;PI;Padre Marcos;1º;1º;1,0000;82º;1.795º;0,7916;60º;1.371º;0,6497;173º;4.469º;0,1866;58º;916º;0,5879;45º;1.273º;0,6601
220730;PI;Paes Landim;62º;1.095º;0,7949;92º;2.028º;0,7385;1º;1º;1,0000;1º;1º;1,0000;94º;1.611º;0,4426;nd;nd;nd
220735;PI;Pajeú do Piauí;90º;1.562º;0,6761;1º;1º;1,0000;26º;472º;0,9793;1º;1º;1,0000;1º;1º;1,0000;64º;1.601º;0,5879
220740;PI;Palmeira do Piauí;71º;1.205º;0,7622;54º;1.105º;0,9662;62º;1.402º;0,6435;79º;1.299º;0,6852;24º;389º;0,8011;1º;1º;1,0000
220750;PI;Palmeirais;200º;4.903º;0,1507;151º;3.316º;0,5022;127º;3.108º;0,3815;106º;1.820º;0,5710;157º;3.576º;0,2148;154º;3.681º;0,3061
220755;PI;Paquetá;127º;2.567º;0,4905;148º;3.234º;0,5193;197º;5.034º;0,1237;159º;3.823º;0,2790;124º;2.345º;0,3402;66º;1.646º;0,5804
220760;PI;Parnaguá;65º;1.123º;0,7876;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;53º;1.448º;0,6230
220770;PI;Parnaíba;195º;4.725º;0,1811;184º;4.250º;0,3515;171º;4.308º;0,2325;184º;4.792º;0,1369;159º;3.771º;0,1966;193º;4.893º;0,1532
220775;PI;Passagem Franca do Piauí;176º;3.932º;0,2998;166º;3.783º;0,4271;205º;5.276º;0,0547;197º;5.174º;0,0433;195º;5.005º;0,0866;144º;3.507º;0,3238
220777;PI;Patos do Piauí;77º;1.345º;0,7233;1º;1º;1,0000;142º;3.587º;0,3220;81º;1.314º;0,6810;36º;538º;0,7196;179º;4.206º;0,2449
220779;PI;Pau D'Arco do Piauí;54º;868º;0,8711;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;183º;4.328º;0,1522;48º;1.379º;0,6389
220780;PI;Paulistana;112º;2.067º;0,5796;159º;3.497º;0,4725;130º;3.278º;0,3590;168º;4.093º;0,2432;176º;4.136º;0,1676;142º;3.464º;0,3279
220785;PI;Pavussu;89º;1.538º;0,6798;140º;2.999º;0,5574;1º;1º;1,0000;nd;nd;nd;163º;3.819º;0,1935;199º;5.075º;0,1206
220790;PI;Pedro II;162º;3.296º;0,3846;182º;4.216º;0,3574;113º;2.702º;0,4329;nd;nd;nd;179º;4.194º;0,1629;160º;3.849º;0,2876
220793;PI;Pedro Laurentino;1º;1º;1,0000;58º;1.219º;0,9314;109º;2.627º;0,4436;194º;5.127º;0,0570;54º;879º;0,5982;52º;1.421º;0,6296
220795;PI;Nova Santa Rita;nd;nd;nd;128º;2.774º;0,5930;102º;2.488º;0,4641;112º;2.024º;0,5314;65º;1.016º;0,5606;135º;3.272º;0,3485
220800;PI;Picos;126º;2.554º;0,4924;175º;4.037º;0,3880;172º;4.310º;0,2324;180º;4.719º;0,1496;139º;2.832º;0,2857;187º;4.739º;0,1777
220810;PI;Pimenteiras;117º;2.274º;0,5418;1º;1º;1,0000;44º;908º;0,7821;46º;748º;0,8782;1º;1º;1,0000;1º;1º;1,0000
220820;PI;Pio IX;182º;4.179º;0,2623;138º;2.951º;0,5663;131º;3.283º;0,3581;100º;1.684º;0,5984;47º;782º;0,6271;155º;3.704º;0,3028
220830;PI;Piracuruca;104º;1.916º;0,6109;120º;2.658º;0,6113;176º;4.415º;0,2176;154º;3.498º;0,3204;153º;3.474º;0,2238;169º;4.109º;0,2555
220840;PI;Piripiri;143º;2.822º;0,4503;74º;1.614º;0,8261;74º;1.845º;0,5630;144º;3.059º;0,3785;151º;3.377º;0,2325;115º;2.722º;0,4134
220850;PI;Porto;101º;1.853º;0,6237;203º;4.945º;0,2029;nd;nd;nd;190º;4.902º;0,1139;115º;2.170º;0,3635;118º;2.810º;0,4018
220855;PI;Porto Alegre do Piauí;64º;1.120º;0,7880;173º;4.004º;0,3930;101º;2.411º;0,4757;123º;2.382º;0,4745;31º;465º;0,7566;71º;1.708º;0,5673
220860;PI;Prata do Piauí;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;203º;5.218º;0,0576;119º;2.841º;0,3980
220865;PI;Queimada Nova;140º;2.734º;0,4630;185º;4.320º;0,3395;83º;2.112º;0,5186;158º;3.814º;0,2797;111º;2.052º;0,3785;94º;2.207º;0,4857
220870;PI;Redenção do Gurguéia;97º;1.708º;0,6486;1º;1º;1,0000;136º;3.438º;0,3396;nd;nd;nd;142º;3.009º;0,2695;161º;3.876º;0,2845
220880;PI;Regeneração;1º;1º;1,0000;156º;3.413º;0,4879;1º;1º;1,0000;86º;1.414º;0,6578;89º;1.372º;0,4855;189º;4.784º;0,1705
220885;PI;Riacho Frio;161º;3.293º;0,3854;172º;3.988º;0,3955;195º;4.822º;0,1614;125º;2.396º;0,4718;190º;4.608º;0,1281;200º;5.095º;0,1156
220887;PI;Ribeira do Piauí;1º;1º;1,0000;73º;1.599º;0,8298;nd;nd;nd;nd;nd;nd;32º;467º;0,7560;26º;910º;0,7597
220890;PI;Ribeiro Gonçalves;168º;3.585º;0,3435;55º;1.120º;0,9619;1º;1º;1,0000;1º;1º;1,0000;177º;4.159º;0,1662;146º;3.523º;0,3225
220900;PI;Rio Grande do Piauí;70º;1.189º;0,7671;1º;1º;1,0000;206º;5.312º;0,0348;104º;1.787º;0,5763;114º;2.137º;0,3675;1º;1º;1,0000
220910;PI;Santa Cruz do Piauí;175º;3.930º;0,3001;152º;3.319º;0,5017;167º;4.206º;0,2460;198º;5.207º;0,0296;119º;2.236º;0,3538;73º;1.736º;0,5641
220915;PI;Santa Cruz dos Milagres;nd;nd;nd;213º;5.240º;0,0000;202º;5.171º;0,0954;189º;4.870º;0,1203;206º;5.280º;0,0465;186º;4.738º;0,1778
220920;PI;Santa Filomena;1º;1º;1,0000;1º;1º;1,0000;39º;732º;0,8522;138º;2.853º;0,4045;181º;4.243º;0,1592;185º;4.652º;0,1902
220930;PI;Santa Luz;187º;4.392º;0,2321;190º;4.473º;0,3102;192º;4.746º;0,1720;65º;1.059º;0,7582;174º;4.105º;0,1704;126º;2.981º;0,3816
220935;PI;Santana do Piauí;183º;4.205º;0,2590;96º;2.139º;0,7111;182º;4.558º;0,1999;175º;4.512º;0,1821;120º;2.309º;0,3447;145º;3.521º;0,3227
220937;PI;Santa Rosa do Piauí;106º;1.977º;0,5981;171º;3.977º;0,3972;124º;3.069º;0,3855;135º;2.728º;0,4235;173º;4.099º;0,1709;127º;3.023º;0,3767
220940;PI;Santo Antônio de Lisboa;155º;3.135º;0,4063;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;205º;5.261º;0,0495;128º;3.044º;0,3739
220945;PI;Santo Antônio dos Milagres;170º;3.626º;0,3388;205º;4.980º;0,1921;67º;1.602º;0,6023;116º;2.095º;0,5189;61º;972º;0,5737;40º;1.160º;0,6848
220950;PI;Santo Inácio do Piauí;93º;1.606º;0,6693;161º;3.595º;0,4567;181º;4.512º;0,2059;195º;5.156º;0,0489;132º;2.622º;0,3085;69º;1.701º;0,5691
220955;PI;São Braz do Piauí;194º;4.656º;0,1932;1º;1º;1,0000;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
220960;PI;São Félix do Piauí;48º;796º;0,9006;1º;1º;1,0000;147º;3.747º;0,3020;98º;1.647º;0,6060;nd;nd;nd;63º;1.564º;0,5955
220965;PI;São Francisco de Assis do Piauí;86º;1.492º;0,6884;1º;1º;1,0000;199º;5.060º;0,1172;148º;3.168º;0,3636;127º;2.467º;0,3260;91º;2.133º;0,4971
220970;PI;São Francisco do Piauí;1º;1º;1,0000;1º;1º;1,0000;119º;2.995º;0,3951;120º;2.285º;0,4892;180º;4.237º;0,1597;170º;4.131º;0,2529
220975;PI;São Gonçalo do Gurguéia;136º;2.668º;0,4734;72º;1.593º;0,8310;141º;3.527º;0,3291;49º;775º;0,8702;126º;2.392º;0,3343;176º;4.182º;0,2468
220980;PI;São Gonçalo do Piauí;1º;1º;1,0000;83º;1.835º;0,7815;128º;3.170º;0,3733;133º;2.611º;0,4384;20º;318º;0,8426;137º;3.299º;0,3451
220985;PI;São João da Canabrava;1º;1º;1,0000;78º;1.694º;0,8098;76º;1.982º;0,5391;1º;1º;1,0000;16º;177º;0,9939;54º;1.457º;0,6207
220987;PI;São João da Fronteira;1º;1º;1,0000;183º;4.244º;0,3529;118º;2.933º;0,4034;142º;3.019º;0,3836;152º;3.434º;0,2275;38º;1.119º;0,6952
220990;PI;São João da Serra;nd;nd;nd;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;150º;3.592º;0,3161
220995;PI;São João da Varjota;57º;951º;0,8378;91º;1.986º;0,7492;34º;657º;0,8843;171º;4.275º;0,2153;182º;4.293º;0,1554;89º;2.047º;0,5108
220997;PI;São João do Arraial;67º;1.142º;0,7818;110º;2.412º;0,6567;1º;1º;1,0000;109º;1.882º;0,5585;123º;2.339º;0,3412;191º;4.834º;0,1621
221000;PI;São João do Piauí;207º;5.172º;0,0841;167º;3.847º;0,4164;149º;3.804º;0,2947;111º;1.905º;0,5539;39º;590º;0,6974;100º;2.310º;0,4710
221005;PI;São José do Divino;1º;1º;1,0000;1º;1º;1,0000;36º;686º;0,8705;73º;1.198º;0,7113;53º;865º;0,6024;93º;2.150º;0,4942
221010;PI;São José do Peixe;198º;4.866º;0,1562;90º;1.980º;0,7500;137º;3.454º;0,3380;1º;1º;1,0000;60º;950º;0,5802;23º;627º;0,8756
221020;PI;São José do Piauí;1º;1º;1,0000;87º;1.919º;0,7633;175º;4.391º;0,2214;179º;4.629º;0,1649;167º;3.840º;0,1916;207º;5.262º;0,0719
221030;PI;São Julião;1º;1º;1,0000;60º;1.227º;0,9290;53º;1.193º;0,6953;122º;2.355º;0,4793;86º;1.300º;0,5017;151º;3.603º;0,3151
221035;PI;São Lourenço do Piauí;105º;1.934º;0,6073;112º;2.507º;0,6392;100º;2.384º;0,4800;1º;1º;1,0000;55º;880º;0,5979;18º;490º;0,9589
221037;PI;São Luis do Piauí;1º;1º;1,0000;126º;2.738º;0,5988;98º;2.366º;0,4821;nd;nd;nd;49º;806º;0,6200;19º;501º;0,9460
221038;PI;São Miguel da Baixa Grande;nd;nd;nd;1º;1º;1,0000;157º;3.995º;0,2720;1º;1º;1,0000;nd;nd;nd;nd;nd;nd
221039;PI;São Miguel do Fidalgo;42º;633º;0,9638;124º;2.715º;0,6027;56º;1.240º;0,6818;118º;2.247º;0,4950;23º;379º;0,8075;41º;1.188º;0,6782
221040;PI;São Miguel do Tapuio;122º;2.409º;0,5162;53º;1.090º;0,9723;112º;2.645º;0,4416;58º;914º;0,8066;21º;360º;0,8214;35º;1.071º;0,7071
221050;PI;São Pedro do Piauí;184º;4.349º;0,2396;155º;3.378º;0,4932;61º;1.393º;0,6455;1º;1º;1,0000;199º;5.153º;0,0682;148º;3.577º;0,3172
221060;PI;São Raimundo Nonato;52º;864º;0,8738;108º;2.356º;0,6668;99º;2.373º;0,4813;172º;4.462º;0,1873;193º;4.964º;0,0908;168º;4.096º;0,2562
221062;PI;Sebastião Barros;107º;1.984º;0,5970;84º;1.843º;0,7792;nd;nd;nd;42º;656º;0,9258;149º;3.337º;0,2364;167º;4.077º;0,2599
221063;PI;Sebastião Leal;129º;2.581º;0,4886;95º;2.132º;0,7126;161º;4.047º;0,2652;nd;nd;nd;17º;217º;0,9454;72º;1.721º;0,5665
221065;PI;Sigefredo Pacheco;75º;1.253º;0,7486;144º;3.121º;0,5366;126º;3.081º;0,3840;166º;4.071º;0,2458;200º;5.173º;0,0663;202º;5.107º;0,1121
221070;PI;Simões;81º;1.380º;0,7145;77º;1.688º;0,8107;86º;2.153º;0,5114;45º;702º;0,8998;92º;1.443º;0,4747;112º;2.657º;0,4222
221080;PI;Simplício Mendes;173º;3.754º;0,3213;125º;2.724º;0,6018;82º;2.093º;0,5223;69º;1.123º;0,7392;150º;3.343º;0,2356;99º;2.305º;0,4718
221090;PI;Socorro do Piauí;nd;nd;nd;133º;2.831º;0,5833;nd;nd;nd;nd;nd;nd;nd;nd;nd;81º;1.911º;0,5324
221093;PI;Sussuapara;88º;1.536º;0,6803;145º;3.131º;0,5343;180º;4.500º;0,2072;157º;3.598º;0,3086;154º;3.530º;0,2187;208º;5.263º;0,0718
221095;PI;Tamboril do Piauí;74º;1.234º;0,7554;143º;3.117º;0,5369;125º;3.070º;0,3855;35º;573º;0,9774;51º;847º;0,6059;36º;1.073º;0,7068
221097;PI;Tanque do Piauí;169º;3.596º;0,3424;134º;2.861º;0,5801;40º;740º;0,8483;85º;1.369º;0,6677;91º;1.430º;0,4765;39º;1.122º;0,6949
221100;PI;Teresina;156º;3.157º;0,4034;136º;2.918º;0,5705;47º;993º;0,7466;82º;1.340º;0,6750;70º;1.060º;0,5527;98º;2.291º;0,4742
221110;PI;União;177º;3.998º;0,2887;104º;2.244º;0,6887;122º;3.027º;0,3901;62º;989º;0,7806;171º;4.053º;0,1746;182º;4.400º;0,2251
221120;PI;Uruçuí;nd;nd;nd;163º;3.677º;0,4435;89º;2.214º;0,5023;94º;1.594º;0,6169;57º;884º;0,5965;46º;1.290º;0,6559
221130;PI;Valença do Piauí;165º;3.375º;0,3754;177º;4.055º;0,3855;132º;3.302º;0,3562;146º;3.135º;0,3675;99º;1.690º;0,4307;209º;5.302º;0,0537
221135;PI;Várzea Branca;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;88º;1.420º;0,6557;35º;509º;0,7322;121º;2.886º;0,3926
221140;PI;Várzea Grande;191º;4.581º;0,2048;150º;3.275º;0,5107;104º;2.525º;0,4575;1º;1º;1,0000;90º;1.379º;0,4840;196º;5.053º;0,1279
221150;PI;Vera Mendes;50º;817º;0,8941;86º;1.914º;0,7642;29º;587º;0,9156;141º;2.945º;0,3936;56º;881º;0,5976;116º;2.765º;0,4072
221160;PI;Vila Nova do Piauí;61º;1.088º;0,7969;1º;1º;1,0000;1º;1º;1,0000;39º;635º;0,9340;19º;280º;0,8691;108º;2.585º;0,4314
221170;PI;Wall Ferraz;95º;1.622º;0,6655;69º;1.422º;0,8744;72º;1.823º;0,5654;181º;4.727º;0,1487;62º;985º;0,5692;123º;2.926º;0,3891
230010;CE;Abaiara;16º;598º;0,9808;46º;1.490º;0,8562;72º;1.860º;0,5607;nd;nd;nd;62º;1.931º;0,3945;104º;2.739º;0,4116
230015;CE;Acarape;156º;4.537º;0,2113;55º;1.679º;0,8126;101º;2.478º;0,4655;112º;3.314º;0,3448;103º;3.263º;0,2443;152º;4.296º;0,2349
230020;CE;Acaraú;132º;3.924º;0,3003;104º;3.032º;0,5512;177º;5.209º;0,0838;89º;2.639º;0,4346;157º;4.765º;0,1135;148º;4.075º;0,2600
230030;CE;Acopiara;63º;2.141º;0,5651;131º;3.726º;0,4351;97º;2.375º;0,4811;80º;2.441º;0,4626;149º;4.514º;0,1365;81º;2.062º;0,5085
230040;CE;Aiuaba;nd;nd;nd;139º;3.923º;0,4056;45º;1.002º;0,7449;141º;4.270º;0,2167;76º;2.475º;0,3250;107º;2.847º;0,3973
230050;CE;Alcântaras;176º;5.071º;0,1119;169º;4.856º;0,2277;154º;4.187º;0,2486;154º;4.590º;0,1710;93º;2.915º;0,2790;109º;2.889º;0,3921
230060;CE;Altaneira;65º;2.175º;0,5592;54º;1.655º;0,8167;1º;1º;1,0000;53º;1.413º;0,6584;64º;1.995º;0,3847;90º;2.365º;0,4623
230070;CE;Alto Santo;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;12º;366º;0,8146;46º;1.148º;0,6876
230075;CE;Amontada;149º;4.385º;0,2330;48º;1.595º;0,8303;24º;562º;0,9268;1º;1º;1,0000;15º;525º;0,7259;135º;3.573º;0,3176
230080;CE;Antonina do Norte;107º;3.266º;0,3890;100º;2.943º;0,5673;104º;2.533º;0,4563;95º;2.759º;0,4192;74º;2.298º;0,3455;142º;3.707º;0,3023
230090;CE;Apuiarés;69º;2.292º;0,5392;1º;1º;1,0000;87º;2.141º;0,5134;66º;2.010º;0,5343;156º;4.673º;0,1231;74º;1.921º;0,5314
230100;CE;Aquiraz;122º;3.637º;0,3377;155º;4.348º;0,3334;151º;4.084º;0,2611;31º;872º;0,8236;132º;3.963º;0,1829;36º;846º;0,7792
230110;CE;Aracati;154º;4.488º;0,2180;134º;3.777º;0,4275;142º;3.720º;0,3060;135º;4.109º;0,2402;106º;3.355º;0,2345;21º;520º;0,9359
230120;CE;Aracoiaba;96º;2.992º;0,4274;118º;3.354º;0,4963;29º;668º;0,8786;88º;2.608º;0,4388;47º;1.603º;0,4438;78º;1.987º;0,5206
230125;CE;Ararendá;148º;4.294º;0,2467;157º;4.394º;0,3254;75º;1.914º;0,5523;144º;4.328º;0,2067;63º;1.946º;0,3923;134º;3.571º;0,3177
230130;CE;Araripe;62º;2.130º;0,5668;116º;3.336º;0,4996;173º;5.024º;0,1253;97º;2.790º;0,4151;25º;778º;0,6280;20º;471º;0,9699
230140;CE;Aratuba;173º;4.937º;0,1427;175º;4.954º;0,1995;131º;3.263º;0,3610;76º;2.289º;0,4886;128º;3.926º;0,1856;126º;3.158º;0,3627
230150;CE;Arneiroz;54º;1.987º;0,5964;160º;4.519º;0,3022;121º;2.992º;0,3953;175º;5.171º;0,0437;nd;nd;nd;44º;1.113º;0,6971
230160;CE;Assaré;59º;2.041º;0,5850;52º;1.639º;0,8204;82º;2.037º;0,5316;139º;4.182º;0,2304;98º;3.153º;0,2561;96º;2.460º;0,4476
230170;CE;Aurora;32º;1.293º;0,7348;71º;2.163º;0,7040;94º;2.292º;0,4913;79º;2.399º;0,4708;116º;3.674º;0,2067;85º;2.214º;0,4848
230180;CE;Baixio;84º;2.804º;0,4531;129º;3.690º;0,4423;78º;1.988º;0,5386;85º;2.509º;0,4534;13º;383º;0,8066;25º;596º;0,8906
230185;CE;Banabuiú;36º;1.372º;0,7162;159º;4.505º;0,3036;64º;1.555º;0,6116;69º;2.078º;0,5216;23º;708º;0,6494;84º;2.174º;0,4904
230190;CE;Barbalha;93º;2.941º;0,4332;149º;4.197º;0,3628;126º;3.085º;0,3834;134º;4.101º;0,2420;148º;4.509º;0,1369;120º;3.120º;0,3666
230195;CE;Barreira;42º;1.583º;0,6726;119º;3.366º;0,4948;85º;2.115º;0,5180;81º;2.450º;0,4612;112º;3.472º;0,2240;80º;2.017º;0,5155
230200;CE;Barro;95º;2.954º;0,4314;97º;2.797º;0,5887;135º;3.469º;0,3353;138º;4.140º;0,2357;135º;4.061º;0,1741;160º;4.482º;0,2137
230205;CE;Barroquinha;100º;3.141º;0,4056;147º;4.142º;0,3718;149º;3.892º;0,2838;91º;2.677º;0,4299;134º;4.035º;0,1767;139º;3.610º;0,3143
230210;CE;Baturité;138º;4.053º;0,2802;nd;nd;nd;175º;5.114º;0,1050;142º;4.321º;0,2083;173º;5.179º;0,0654;155º;4.340º;0,2300
230220;CE;Beberibe;105º;3.220º;0,3948;152º;4.295º;0,3444;76º;1.932º;0,5478;104º;2.939º;0,3940;177º;5.271º;0,0480;179º;5.187º;0,0949
230230;CE;Bela Cruz;133º;3.942º;0,2978;117º;3.339º;0,4989;44º;982º;0,7488;nd;nd;nd;104º;3.268º;0,2437;167º;4.799º;0,1672
230240;CE;Boa Viagem;90º;2.912º;0,4377;166º;4.707º;0,2637;119º;2.904º;0,4064;123º;3.664º;0,2997;127º;3.914º;0,1863;129º;3.424º;0,3317
230250;CE;Brejo Santo;159º;4.591º;0,2037;36º;1.260º;0,9169;122º;3.000º;0,3946;115º;3.435º;0,3300;150º;4.552º;0,1328;171º;4.899º;0,1522
230260;CE;Camocim;112º;3.400º;0,3724;76º;2.263º;0,6844;59º;1.373º;0,6497;30º;785º;0,8658;1º;1º;1,0000;1º;1º;1,0000
230270;CE;Campos Sales;131º;3.902º;0,3033;53º;1.648º;0,8175;68º;1.779º;0,5718;57º;1.604º;0,6136;81º;2.594º;0,3112;49º;1.173º;0,6810
230280;CE;Canindé;169º;4.815º;0,1668;151º;4.271º;0,3476;171º;4.961º;0,1382;140º;4.219º;0,2255;168º;5.031º;0,0835;178º;5.126º;0,1088
230290;CE;Capistrano;71º;2.393º;0,5185;164º;4.660º;0,2742;98º;2.383º;0,4801;62º;1.910º;0,5527;108º;3.367º;0,2333;161º;4.517º;0,2077
230300;CE;Caridade;88º;2.870º;0,4437;42º;1.424º;0,8732;127º;3.161º;0,3739;71º;2.121º;0,5141;33º;992º;0,5669;165º;4.663º;0,1896
230310;CE;Cariré;1º;1º;1,0000;1º;1º;1,0000;nd;nd;nd;48º;1.325º;0,6783;60º;1.892º;0,4005;54º;1.336º;0,6490
230320;CE;Caririaçu;150º;4.402º;0,2314;156º;4.366º;0,3311;55º;1.220º;0,6874;122º;3.656º;0,3008;176º;5.269º;0,0483;50º;1.244º;0,6643
230330;CE;Cariús;127º;3.845º;0,3114;77º;2.332º;0,6719;1º;1º;1,0000;96º;2.781º;0,4163;1º;1º;1,0000;1º;1º;1,0000
230340;CE;Carnaubal;45º;1.685º;0,6526;99º;2.873º;0,5789;83º;2.046º;0,5305;109º;3.204º;0,3598;126º;3.899º;0,1876;69º;1.727º;0,5654
230350;CE;Cascavel;82º;2.770º;0,4588;182º;5.153º;0,1252;155º;4.249º;0,2417;146º;4.419º;0,1933;102º;3.223º;0,2477;166º;4.667º;0,1888
230360;CE;Catarina;1º;1º;1,0000;40º;1.366º;0,8908;86º;2.123º;0,5169;1º;1º;1,0000;14º;432º;0,7730;59º;1.407º;0,6320
230365;CE;Catunda;108º;3.281º;0,3869;113º;3.228º;0,5198;110º;2.652º;0,4407;nd;nd;nd;109º;3.372º;0,2329;174º;4.955º;0,1457
230370;CE;Caucaia;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;92º;2.697º;0,4270;61º;1.895º;0,4001;143º;3.785º;0,2945
230380;CE;Cedro;53º;1.980º;0,5975;107º;3.109º;0,5380;90º;2.187º;0,5069;111º;3.255º;0,3526;122º;3.807º;0,1944;146º;4.030º;0,2644
230390;CE;Chaval;83º;2.797º;0,4541;1º;1º;1,0000;93º;2.291º;0,4914;73º;2.195º;0,5017;89º;2.761º;0,2942;183º;5.324º;0,0282
230393;CE;Choró;99º;3.075º;0,4143;84º;2.463º;0,6483;28º;663º;0,8816;78º;2.372º;0,4764;114º;3.649º;0,2087;159º;4.417º;0,2236
230395;CE;Chorozinho;23º;851º;0,8783;1º;1º;1,0000;120º;2.970º;0,3989;147º;4.428º;0,1924;34º;1.041º;0,5558;1º;1º;1,0000
230400;CE;Coreaú;144º;4.184º;0,2616;144º;4.089º;0,3793;77º;1.940º;0,5470;44º;1.202º;0,7089;92º;2.860º;0,2833;22º;532º;0,9281
230410;CE;Crateús;72º;2.404º;0,5168;86º;2.504º;0,6402;65º;1.664º;0,5912;84º;2.502º;0,4541;155º;4.623º;0,1269;158º;4.403º;0,2246
230420;CE;Crato;124º;3.677º;0,3309;132º;3.754º;0,4302;164º;4.778º;0,1673;160º;4.918º;0,1105;153º;4.607º;0,1281;102º;2.626º;0,4257
230423;CE;Croatá;134º;3.977º;0,2923;109º;3.160º;0,5306;46º;1.007º;0,7436;1º;1º;1,0000;54º;1.825º;0,4095;48º;1.157º;0,6861
230425;CE;Cruz;57º;2.019º;0,5906;136º;3.817º;0,4214;32º;735º;0,8520;169º;5.050º;0,0810;72º;2.258º;0,3513;124º;3.149º;0,3640
230426;CE;Deputado Irapuan Pinheiro;26º;1.043º;0,8137;35º;1.243º;0,9224;30º;725º;0,8548;45º;1.215º;0,7041;32º;973º;0,5734;1º;1º;1,0000
230427;CE;Ererê;137º;4.012º;0,2864;57º;1.689º;0,8107;60º;1.378º;0,6482;90º;2.640º;0,4346;161º;4.838º;0,1060;91º;2.391º;0,4585
230428;CE;Eusébio;175º;5.012º;0,1268;179º;5.001º;0,1858;162º;4.686º;0,1837;118º;3.604º;0,3076;160º;4.824º;0,1078;176º;5.089º;0,1175
230430;CE;Farias Brito;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;80º;2.591º;0,3113;39º;949º;0,7468
230435;CE;Forquilha;73º;2.479º;0,5046;39º;1.324º;0,9006;43º;925º;0,7719;113º;3.354º;0,3399;85º;2.663º;0,3036;94º;2.415º;0,4539
230440;CE;Fortaleza;50º;1.897º;0,6146;79º;2.339º;0,6712;100º;2.459º;0,4688;58º;1.706º;0,5934;52º;1.778º;0,4168;99º;2.578º;0,4319
230445;CE;Fortim;60º;2.115º;0,5695;106º;3.082º;0,5429;145º;3.765º;0,2996;1º;1º;1,0000;69º;2.229º;0,3550;1º;1º;1,0000
230450;CE;Frecheirinha;121º;3.604º;0,3409;65º;1.907º;0,7663;160º;4.596º;0,1945;100º;2.821º;0,4093;44º;1.425º;0,4769;123º;3.145º;0,3644
230460;CE;General Sampaio;162º;4.684º;0,1888;138º;3.919º;0,4067;179º;5.248º;0,0663;155º;4.638º;0,1637;164º;4.880º;0,1018;175º;5.005º;0,1378
230465;CE;Graça;110º;3.371º;0,3756;142º;4.042º;0,3870;170º;4.957º;0,1388;55º;1.498º;0,6361;21º;659º;0,6702;40º;966º;0,7409
230470;CE;Granja;18º;666º;0,9502;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;26º;780º;0,6273;38º;890º;0,7641
230480;CE;Granjeiro;61º;2.117º;0,5688;34º;1.231º;0,9274;54º;1.198º;0,6938;nd;nd;nd;nd;nd;nd;24º;588º;0,8950
230490;CE;Groaíras;77º;2.528º;0,4962;1º;1º;1,0000;92º;2.262º;0,4955;23º;571º;0,9796;46º;1.555º;0,4538;58º;1.371º;0,6410
230495;CE;Guaiúba;118º;3.521º;0,3549;101º;2.955º;0,5657;158º;4.446º;0,2144;83º;2.501º;0,4542;49º;1.646º;0,4371;51º;1.301º;0,6541
230500;CE;Guaraciaba do Norte;46º;1.745º;0,6421;90º;2.642º;0,6135;73º;1.878º;0,5583;50º;1.377º;0,6667;83º;2.613º;0,3094;1º;1º;1,0000
230510;CE;Guaramiranga;38º;1.508º;0,6865;168º;4.848º;0,2294;174º;5.075º;0,1129;137º;4.136º;0,2362;119º;3.746º;0,1997;147º;4.043º;0,2627
230520;CE;Hidrolândia;102º;3.172º;0,4010;145º;4.118º;0,3754;66º;1.691º;0,5872;110º;3.244º;0,3541;144º;4.456º;0,1414;137º;3.588º;0,3164
230523;CE;Horizonte;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;1º;1º;1,0000;36º;1.174º;0,5296;140º;3.649º;0,3098
230526;CE;Ibaretama;111º;3.380º;0,3751;173º;4.910º;0,2126;176º;5.140º;0,1015;126º;3.736º;0,2914;166º;4.920º;0,0970;149º;4.119º;0,2541
